vehicle_id,timestamp,pos_x,pos_y,pos_z,pos_noise_x,pos_noise_y,pos_noise_z,speed_x,speed_y,speed_z,speed_noise_x,speed_noise_y,speed_noise_z,rssi,attacker_type,is_malicious,speed_magnitude,pos_magnitude,delta_pos_x,delta_pos_y,delta_speed_x,delta_speed_y,time_diff,acceleration_x,acceleration_y,acceleration_magnitude,distance_from_center,heading_angle,message_frequency,inter_arrival_time
1014,0.0,0.4358310522703329,1.1739888866930563,0.0,0.0,0.0,0.0,-0.4835139837816178,0.26345306356022014,0.0,0.0,0.0,0.0,0.0,0,0,-0.12763006124973528,1.1378400277698046,-0.037915635491930395,0.10695069028995995,0.0,0.0,0.1,0.0,0.0,0.0,1.1222436395087303,0.8404306952350262,0.0,1.3877787807814457e-17
1009,0.0,-0.9956875303199528,-1.0196050477717138,0.0,0.0,0.0,0.0,0.15582487553334337,-0.06801076509945729,0.0,0.0,0.0,0.0,0.0,0,0,-0.24253565424242074,-1.6526073193013144,0.06617845086000028,0.0433376421752801,0.0,0.0,0.1,0.0,0.0,0.0,-1.675412928683886,-0.12735355635840823,0.0,1.3877787807814457e-17
1017,0.0,-0.9464205876907384,1.4425411060420075,0.0,0.0,0.0,0.0,-0.12098974932658674,0.06328515003843688,0.0,0.0,0.0,0.0,0.0,0,0,-0.3052015650630588,0.5826141125993637,0.021108821439191735,0.0685353640525077,0.0,0.0,0.1,0.0,0.0,0.0,0.6010329360593941,0.3480469743403168,0.0,1.3877787807814457e-17
1007,0.0,0.7227616466761376,-0.2375007368285312,0.0,0.0,0.0,0.0,-0.5005697458507011,-0.118442118971904,0.0,0.0,0.0,0.0,0.0,0,0,-0.37478512800732083,0.2733242074291212,-0.04069257286050919,0.03365908342168182,0.0,0.0,0.1,0.0,0.0,0.0,0.2618893204578751,1.2056977255465744,0.0,1.3877787807814457e-17
1012,0.0,-0.49012194483457544,-1.3648518192447008,0.0,0.0,0.0,0.0,-0.25707889404373635,-0.726409349013264,0.0,0.0,0.0,0.0,0.0,0,0,-0.2829357088041328,-1.4743276410131183,-0.0007448001076066817,-0.002388316827598502,0.0,0.0,0.1,0.0,0.0,0.0,-1.4780350133196518,-1.5673194654877007,0.0,1.3877787807814457e-17
1013,0.0,-1.3205709409384971,0.6029759206076173,0.0,0.0,0.0,0.0,-0.0036215012208375887,-0.48953003302027437,0.0,0.0,0.0,0.0,0.0,0,0,-0.37305590036753267,-0.4228784435483003,0.04021815661457411,-0.03755844105629058,0.0,0.0,0.1,0.0,0.0,0.0,-0.40979260653015004,-0.9254327436070724,0.0,1.3877787807814457e-17
1002,0.0,0.6647905098103468,1.7053530296355146,0.0,0.0,0.0,0.0,3.95358909858811,3.8445085417700806,0.0,0.0,0.0,0.0,0.0,0,0,4.114911420667305,1.7444804268160423,-0.017902027318934047,0.05663671972577574,0.0,0.0,0.1,0.0,0.0,0.0,1.7322286088692458,0.046291580061113245,0.0,1.3877787807814457e-17
1005,0.0,-1.5386902523309482,-1.003212782326433,0.0,0.0,0.0,0.0,-0.47277993119015277,0.27725713780520794,0.0,0.0,0.0,0.0,0.0,0,0,-0.12026568763673161,-2.0296277318010287,-0.03616796853710098,0.10959990617174908,0.0,0.0,0.1,0.0,0.0,0.0,-2.050854607887999,0.8240265959449813,0.0,1.3877787807814457e-17
1003,0.0,1.453130679761335,-1.5991391398364163,0.0,0.0,0.0,0.0,0.22588786622319132,-0.7877906860936554,0.0,0.0,0.0,0.0,0.0,0,0,-0.07646728083136105,0.22851106355456888,0.07758577093242086,-0.09479928495588642,0.0,0.0,0.1,0.0,0.0,0.0,0.2913266428290424,-1.0324945715389033,0.0,1.3877787807814457e-17
1016,0.0,-1.2993008247709437,0.4862528333489304,0.0,0.0,0.0,0.0,-0.6280317167320081,-0.20536489127722135,0.0,0.0,0.0,0.0,0.0,0,0,-0.3143000422793832,-0.5253864282348679,-0.06144531956156459,0.016977255666063517,0.0,0.0,0.1,0.0,0.0,0.0,-0.5163599890706999,1.473816941149744,0.0,1.3877787807814457e-17
1009,0.0,-0.959165973438328,-0.9996168132586307,0.0,0.0,0.0,0.0,0.15582487553334337,-0.06801076509945729,0.0,0.0,0.0,0.0,0.0,0,0,-0.24253565424242074,-1.6097423675306815,0.06617845086000028,0.0433376421752801,0.0,0.0,0.1,0.0,0.0,0.0,-1.6323737864840817,-0.12735355635840823,0.0,1.3877787807814457e-17
1018,0.0,0.7456459705524479,0.599306131380229,0.0,0.0,0.0,0.0,0.04610925683450478,-0.36762915213396563,0.0,0.0,0.0,0.0,0.0,0,0,-0.37711105793103283,0.8930134851872601,0.04831508009722525,-0.014163771923313855,0.0,0.0,0.1,0.0,0.0,0.0,0.8744209818923278,-0.6297637648479039,0.0,1.3877787807814457e-17
1009,0.0,-1.0249047758252527,-1.03559563538218,0.0,0.0,0.0,0.0,0.15582487553334337,-0.06801076509945729,0.0,0.0,0.0,0.0,0.0,0,0,-0.24253565424242074,-1.6868822806297512,0.06617845086000028,0.0433376421752801,0.0,0.0,0.1,0.0,0.0,0.0,-1.7098249217958137,-0.12735355635840823,0.0,1.3877787807814457e-17
1008,0.0,-0.7323468179877085,0.4128049090970233,0.0,0.0,0.0,0.0,-0.5101376093000115,-0.8174953541279748,0.0,0.0,0.0,0.0,0.0,0,0,-0.16225034107473044,-0.2753154133749942,-0.04225036649308175,-0.10050007132687012,0.0,0.0,0.1,0.0,0.0,0.0,-0.28579438812009306,-1.8767507896211857,0.0,1.3877787807814457e-17
