t,sender,messageID,attackerType,position_x,position_y,position_z,speed_x,speed_y,speed_z,speed,heading,direction,lane_position,message_interval,distance_difference,acceleration,speed_change_rate,position_change_rate,message_frequency,communication_rate,packet_count,neighbor_count,position_anomaly_score,GPS_consistency,speed_anomaly_score,trajectory_deviation,acceleration_anomaly,message_consistency,message_frequency_anomaly,trajectory_consistency,communication_behavior_score,vehicle_id,timestamp,attack_label,is_malicious
130.46815643378443,1012,1012055,0,-0.4755971018735808,-1.216383839221718,0.0,-0.06649188858177275,-15.18284542853341,0.0,-0.2686569264893571,0.927679299170554,0.927679299170554,-1.1027312723296967,-1.7980115664798668,-0.21083771494179077,0.0,0.0,-0.02892274567553175,2.1046020134003918,2.1046020134003918,1.4273904133974298,0.2102442417296108,-0.22941573387056177,-0.23210003321797068,0.0,0.0,0.0,0.0,0.0,0.0,1.5524126728109728,0.2828402657505764,1.3217069001308606,0,0
131.67212047660243,1002,1002053,4,0.21648529956808682,0.8704714574674692,0.0,150.0,150.0,0.0,4.330898892721817,-1.1802296948739384,-1.1802296948739384,0.11128480729932706,-0.8543203065122273,-0.22282282213147617,0.0,0.0,-0.1764010449469536,0.4750247030900213,0.4750247030900213,1.3142551098256388,0.2102442417296108,-0.22941573387056177,-0.23224408360441126,0.0,0.0,0.0,0.0,0.0,0.0,1.3398412151773689,-1.4500979051501004,1.4426813000619336,4,1
115.23373003343491,1007,1007023,0,0.33460337904136045,-0.36095107937375037,0.0,-8.744406652123791,6.787743277081043,0.0,-0.36471904919391884,-0.2687837795106529,-0.2687837795106529,-1.1027312723296967,-0.6212997158072526,-0.22512225915712755,0.0,0.0,-0.1850801266228355,0.1488679136946459,0.1488679136946459,-0.3827744437512261,0.2102442417296108,-0.22941573387056177,-0.23227172080338654,0.0,0.0,0.0,0.0,0.0,0.0,-0.3726475138844526,-0.583628819699762,-0.20904944020195165,0,0
100.77431436390975,1016,1016000,0,-0.742006825584601,0.09127654108809607,0.0,-13.28709936806187,3.646546868613464,0.0,-0.3014597953260249,-0.05800679269001393,-0.05800679269001393,1.325300886928351,-0.2626679390523189,-0.26356477564364394,0.0,0.0,-0.22076960836443846,-0.19989314642610573,-0.19989314642610573,-1.6838304348268225,0.2102442417296108,-0.22941573387056177,-0.23273376584545316,0.0,0.0,0.0,0.0,0.0,0.0,-1.6915968161914585,0.9760155341108472,-1.6619326424947165,0,0
124.46726891638214,1012,1012041,0,-0.4753220676795172,-1.156286440215026,0.0,-0.06649188858177275,-15.18284542853341,0.0,-0.2686569264893571,0.927679299170554,0.927679299170554,-1.1027312723296967,0.17236444731134956,-0.21083771494179077,0.0,0.0,-0.18818725131343775,-0.4814857966515361,-0.4814857966515361,0.6354432883948927,0.2102442417296108,-0.22941573387056177,-0.23210003321797068,0.0,0.0,0.0,0.0,0.0,0.0,0.6042884494509467,0.2828402657505764,0.7187372592996945,0,0
119.00010508705503,1002,1002031,4,0.24089697269472657,0.8013385415609875,0.0,150.0,150.0,0.0,4.330898892721817,-1.1802296948739384,-1.1802296948739384,-1.1027312723296967,0.5454977966621882,-0.22282282213147617,0.0,0.0,-0.19901362430014816,-0.6519448452738598,-0.6519448452738598,0.06976677053593783,0.2102442417296108,-0.22941573387056177,-0.23224408360441126,0.0,0.0,0.0,0.0,0.0,0.0,0.02968014240978493,-1.4500979051501004,0.1693962158332546,4,1
131.01455687640552,1008,1008056,0,-0.6314687224554114,0.0761072236094181,0.0,-9.085401407639898,-18.474491846838987,0.0,-0.14243628509563758,0.6844255480753929,0.6844255480753929,-1.1027312723296967,0.4983066417110139,-0.1920685655401895,0.0,0.0,-0.18192357954402724,-0.6329895187312968,-0.6329895187312968,1.483958065183325,0.2102442417296108,-0.22941573387056177,-0.23187444464528034,0.0,0.0,0.0,0.0,0.0,0.0,1.4412791889328156,-0.41033500260969424,1.3766092587706125,0,0
136.5245394798855,1014,1014058,0,0.018866041707748468,0.699633758811035,0.0,-8.136546240266938,20.588589061973188,0.0,-0.10622813487034453,-0.555931766616366,-0.555931766616366,1.325300886928351,0.7970533434493456,-0.18668437343317387,0.0,0.0,-0.1831604246963765,-0.7429192484752214,-0.7429192484752214,1.597093368755116,-6.949424530684173,-0.22941573387056177,-0.2318097314189895,0.0,0.0,0.0,0.0,0.0,0.0,1.547386182971155,0.6294278999307118,1.930252735968216,0,0
126.52339454276553,1009,1009049,0,-0.6788700052039138,-0.7164911860717411,0.0,14.64923024777079,8.610220672323951,0.0,-0.22640391027819448,-1.3167376214261457,-1.3167376214261457,0.11128480729932706,-1.5490069403182376,-0.2045546445566401,0.0,0.0,-0.08804753272565248,2.1046020134003918,2.1046020134003918,1.0879845026820567,0.2102442417296108,-0.22941573387056177,-0.2320245162699209,0.0,0.0,0.0,0.0,0.0,0.0,1.2139073348281102,-0.2370411855196266,0.9253369209078887,0,0
125.89283936752466,1016,1016041,0,-0.90296166051511,0.1335473079349886,0.0,-13.28709936806187,3.646546868613464,0.0,-0.3014597953260249,-0.05800679269001393,-0.05800679269001393,1.325300886928351,1.2512790453908451,-0.21571553792857157,0.0,0.0,-0.20044187898949495,-0.8736067290957501,-0.8736067290957501,0.6354432883948927,0.2102442417296108,-0.22941573387056177,-0.23215866033536844,0.0,0.0,0.0,0.0,0.0,0.0,0.5802891532274345,0.9760155341108472,0.8619786882403636,0,0
